id,u_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,date,created_at
224,2,0.0160995,0.0778385,-0.166181,0.0332409,-0.0127857,0.0428968,796,2019-09-29 14:41:49
225,2,0.0157906,0.0756432,-0.157417,0.0265027,-0.00868923,0.0390609,993,2019-09-29 14:41:49
226,2,0.0157906,0.0756432,-0.157417,0.0265027,-0.00868923,0.0390609,5,2019-09-29 14:41:50
227,2,0.027241,0.0720685,-0.138144,0.0163605,0.0146269,0.0520887,191,2019-09-29 14:41:50
228,2,0.027241,0.0720685,-0.138144,0.0163605,0.0146269,0.0520887,199,2019-09-29 14:41:50
229,2,0.0579627,0.086652,-0.109429,0.0331185,-0.0114424,0.0440221,388,2019-09-29 14:41:50
230,2,0.0579627,0.086652,-0.109429,0.0331185,-0.0114424,0.0440221,397,2019-09-29 14:41:50
231,2,0.0543028,0.0951345,-0.109552,0.0354146,-0.02198,0.0403862,589,2019-09-29 14:41:50
232,2,0.0543028,0.0951345,-0.109552,0.0354146,-0.02198,0.0403862,595,2019-09-29 14:41:50
233,2,0.0367261,0.0908523,-0.112075,0.0337478,-0.0175309,0.020676,789,2019-09-29 14:41:50
234,2,0.0367261,0.0908523,-0.112075,0.0337478,-0.0175309,0.020676,797,2019-09-29 14:41:50
235,2,0.0253735,0.0916498,-0.128351,0.0489833,-0.0154123,0.0150481,988,2019-09-29 14:41:50
236,2,0.0253735,0.0916498,-0.128351,0.0489833,-0.0154123,0.0150481,996,2019-09-29 14:41:50
237,2,0.0272795,0.0924566,-0.147309,0.0629342,-0.0141228,0.0258664,191,2019-09-29 14:41:51
238,2,0.0272795,0.0924566,-0.147309,0.0629342,-0.0141228,0.0258664,203,2019-09-29 14:41:51
239,2,0.0326713,0.0903339,-0.162189,0.064518,-0.0161377,0.0293859,395,2019-09-29 14:41:51
240,2,0.0326713,0.0903339,-0.162189,0.064518,-0.0161377,0.0293859,403,2019-09-29 14:41:51
241,2,0.0383656,0.0858264,-0.165319,0.0524924,-0.0167068,0.0375726,589,2019-09-29 14:41:51
242,2,0.0383656,0.0858264,-0.165319,0.0524924,-0.0167068,0.0375726,595,2019-09-29 14:41:51
243,2,0.0428758,0.0831607,-0.164061,0.0434722,-0.0294825,0.0451168,789,2019-09-29 14:41:51
244,2,0.0428758,0.0831607,-0.164061,0.0434722,-0.0294825,0.0451168,795,2019-09-29 14:41:51
245,2,0.0450917,0.0833882,-0.162573,0.046244,-0.0352706,0.0434066,990,2019-09-29 14:41:51
246,2,0.0450917,0.0833882,-0.162573,0.046244,-0.0352706,0.0434066,997,2019-09-29 14:41:51
247,2,0.047302,0.0842884,-0.161339,0.048529,-0.0329393,0.0454623,191,2019-09-29 14:41:52
248,2,0.047302,0.0842884,-0.161339,0.048529,-0.0329393,0.0454623,199,2019-09-29 14:41:52
