id,u_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,date,created_at
249,2,0.0489635,0.0837901,-0.160231,0.0466018,-0.0326707,0.0463022,389,2019-09-29 14:41:52
250,2,0.0489635,0.0837901,-0.160231,0.0466018,-0.0326707,0.0463022,399,2019-09-29 14:41:52
251,2,0.0488675,0.0832851,-0.160465,0.0457634,-0.0323886,0.0472722,618,2019-09-29 14:41:52
252,2,0.0488675,0.0832851,-0.160465,0.0457634,-0.0323886,0.0472722,619,2019-09-29 14:41:52
253,2,0.0502365,0.0833339,-0.16152,0.0459519,-0.0374021,0.0537026,789,2019-09-29 14:41:52
254,2,0.0502365,0.0833339,-0.16152,0.0459519,-0.0374021,0.0537026,798,2019-09-29 14:41:52
255,2,0.0503443,0.083187,-0.164571,0.046764,-0.0378335,0.0525947,993,2019-09-29 14:41:52
256,2,0.0503443,0.083187,-0.164571,0.046764,-0.0378335,0.0525947,5,2019-09-29 14:41:53
257,2,0.0519205,0.0832036,-0.166273,0.0476723,-0.0393815,0.053446,209,2019-09-29 14:41:53
258,2,0.0519205,0.0832036,-0.166273,0.0476723,-0.0393815,0.053446,214,2019-09-29 14:41:53
259,2,0.0522706,0.0826263,-0.166438,0.0452852,-0.0393511,0.0546225,393,2019-09-29 14:41:53
260,2,0.0522706,0.0826263,-0.166438,0.0452852,-0.0393511,0.0546225,405,2019-09-29 14:41:53
261,2,0.0499119,0.0824963,-0.166084,0.0453351,-0.0395714,0.0515191,588,2019-09-29 14:41:53
262,2,0.0499119,0.0824963,-0.166084,0.0453351,-0.0395714,0.0515191,595,2019-09-29 14:41:53
263,2,0.0497004,0.080504,-0.165316,0.0343931,-0.0474588,0.0538305,792,2019-09-29 14:41:53
264,2,0.0497004,0.080504,-0.165316,0.0343931,-0.0474588,0.0538305,799,2019-09-29 14:41:53
265,2,0.0515312,0.077516,-0.166963,0.0156753,-0.0662093,0.0591442,989,2019-09-29 14:41:53
266,2,0.0515312,0.077516,-0.166963,0.0156753,-0.0662093,0.0591442,996,2019-09-29 14:41:53
267,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,461,2019-09-29 14:41:54
268,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,462,2019-09-29 14:41:54
269,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,670,2019-09-29 14:41:54
270,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,680,2019-09-29 14:41:54
271,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,702,2019-09-29 14:41:54
272,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,720,2019-09-29 14:41:54
273,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,72,2019-09-29 14:41:55
274,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,72,2019-09-29 14:41:55
275,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,335,2019-09-29 14:41:55
276,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,350,2019-09-29 14:41:55
277,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,370,2019-09-29 14:41:55
278,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,378,2019-09-29 14:41:55
279,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,684,2019-09-29 14:41:55
280,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,685,2019-09-29 14:41:55
281,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,999,2019-09-29 14:41:55
282,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,999,2019-09-29 14:41:56
283,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,999,2019-09-29 14:41:56
284,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,999,2019-09-29 14:41:56
285,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,224,2019-09-29 14:41:56
286,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,247,2019-09-29 14:41:56
287,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,485,2019-09-29 14:41:56
288,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,498,2019-09-29 14:41:56
289,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,530,2019-09-29 14:41:56
290,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,545,2019-09-29 14:41:56
291,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,763,2019-09-29 14:41:56
292,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,770,2019-09-29 14:41:56
293,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,15,2019-09-29 14:41:57
294,2,0.0497261,0.0776267,-0.166727,0.0153961,-0.0628039,0.0589196,25,2019-09-29 14:41:57
295,2,0.0549072,0.0947863,-0.167987,0.0608334,-0.0554365,0.0420173,86,2019-09-29 14:41:57
296,2,0.0549072,0.0947863,-0.167987,0.0608334,-0.0554365,0.0420173,94,2019-09-29 14:41:57
297,2,0.0559682,0.0922127,-0.172247,0.0603598,-0.0566337,0.0455831,231,2019-09-29 14:41:57
298,2,0.0559682,0.0922127,-0.172247,0.0603598,-0.0566337,0.0455831,237,2019-09-29 14:41:57
299,2,0.0565813,0.0905312,-0.177615,0.0556686,-0.0512387,0.0438162,431,2019-09-29 14:41:57
300,2,0.0565813,0.0905312,-0.177615,0.0556686,-0.0512387,0.0438162,454,2019-09-29 14:41:57
301,2,0.0575429,0.084354,-0.174698,0.0441089,-0.0422192,0.0434497,651,2019-09-29 14:41:57
302,2,0.0575429,0.084354,-0.174698,0.0441089,-0.0422192,0.0434497,651,2019-09-29 14:41:57
303,2,0.0634228,0.0837117,-0.172522,0.0352049,-0.0457357,0.0433226,863,2019-09-29 14:41:57
304,2,0.0634228,0.0837117,-0.172522,0.0352049,-0.0457357,0.0433226,876,2019-09-29 14:41:57
305,2,0.0619421,0.082974,-0.167121,0.0293487,-0.0516629,0.0404445,33,2019-09-29 14:41:58
306,2,0.0619421,0.082974,-0.167121,0.0293487,-0.0516629,0.0404445,41,2019-09-29 14:41:58
